base,arquivo,ano,uf,tipo,formato,status,caminho,observacoes
CNES,SRSC1611.dbc,2016,SC,sr_mes_11,DBC,ignorado,data/ignored/cnes/SRSC1611.dbc,Fora do recorte principal de CNES.
CNES,SRSC1612.dbc,2016,SC,sr_mes_12,DBC,ignorado,data/ignored/cnes/SRSC1612.dbc,Fora do recorte principal de CNES.
CNES,SRSC1701.dbc,2017,SC,sr_mes_01,DBC,ignorado,data/ignored/cnes/SRSC1701.dbc,Fora do recorte principal de CNES.
CNES,SRSC1702.dbc,2017,SC,sr_mes_02,DBC,ignorado,data/ignored/cnes/SRSC1702.dbc,Fora do recorte principal de CNES.
CNES,SRSC1703.dbc,2017,SC,sr_mes_03,DBC,ignorado,data/ignored/cnes/SRSC1703.dbc,Fora do recorte principal de CNES.
CNES,SRSC1704.dbc,2017,SC,sr_mes_04,DBC,ignorado,data/ignored/cnes/SRSC1704.dbc,Fora do recorte principal de CNES.
CNES,SRSC1705.dbc,2017,SC,sr_mes_05,DBC,ignorado,data/ignored/cnes/SRSC1705.dbc,Fora do recorte principal de CNES.
CNES,SRSC1706.dbc,2017,SC,sr_mes_06,DBC,ignorado,data/ignored/cnes/SRSC1706.dbc,Fora do recorte principal de CNES.
CNES,SRSC1707.dbc,2017,SC,sr_mes_07,DBC,ignorado,data/ignored/cnes/SRSC1707.dbc,Fora do recorte principal de CNES.
CNES,SRSC1708.dbc,2017,SC,sr_mes_08,DBC,ignorado,data/ignored/cnes/SRSC1708.dbc,Fora do recorte principal de CNES.
CNES,SRSC1709.dbc,2017,SC,sr_mes_09,DBC,ignorado,data/ignored/cnes/SRSC1709.dbc,Fora do recorte principal de CNES.
CNES,SRSC1710.dbc,2017,SC,sr_mes_10,DBC,ignorado,data/ignored/cnes/SRSC1710.dbc,Fora do recorte principal de CNES.
CNES,SRSC1711.dbc,2017,SC,sr_mes_11,DBC,ignorado,data/ignored/cnes/SRSC1711.dbc,Fora do recorte principal de CNES.
CNES,SRSC1712.dbc,2017,SC,sr_mes_12,DBC,ignorado,data/ignored/cnes/SRSC1712.dbc,Fora do recorte principal de CNES.
CNES,SRSC1801.dbc,2018,SC,sr_mes_01,DBC,ignorado,data/ignored/cnes/SRSC1801.dbc,Fora do recorte principal de CNES.
CNES,SRSC1802.dbc,2018,SC,sr_mes_02,DBC,ignorado,data/ignored/cnes/SRSC1802.dbc,Fora do recorte principal de CNES.
CNES,SRSC1803.dbc,2018,SC,sr_mes_03,DBC,ignorado,data/ignored/cnes/SRSC1803.dbc,Fora do recorte principal de CNES.
CNES,SRSC1804.dbc,2018,SC,sr_mes_04,DBC,ignorado,data/ignored/cnes/SRSC1804.dbc,Fora do recorte principal de CNES.
CNES,SRSC1805.dbc,2018,SC,sr_mes_05,DBC,ignorado,data/ignored/cnes/SRSC1805.dbc,Fora do recorte principal de CNES.
CNES,SRSC1806.dbc,2018,SC,sr_mes_06,DBC,ignorado,data/ignored/cnes/SRSC1806.dbc,Fora do recorte principal de CNES.
CNES,SRSC1807.dbc,2018,SC,sr_mes_07,DBC,ignorado,data/ignored/cnes/SRSC1807.dbc,Fora do recorte principal de CNES.
CNES,SRSC1808.dbc,2018,SC,sr_mes_08,DBC,ignorado,data/ignored/cnes/SRSC1808.dbc,Fora do recorte principal de CNES.
CNES,SRSC1809.dbc,2018,SC,sr_mes_09,DBC,ignorado,data/ignored/cnes/SRSC1809.dbc,Fora do recorte principal de CNES.
CNES,SRSC1810.dbc,2018,SC,sr_mes_10,DBC,ignorado,data/ignored/cnes/SRSC1810.dbc,Fora do recorte principal de CNES.
CNES,SRSC1811.dbc,2018,SC,sr_mes_11,DBC,ignorado,data/ignored/cnes/SRSC1811.dbc,Fora do recorte principal de CNES.
CNES,SRSC1812.dbc,2018,SC,sr_mes_12,DBC,ignorado,data/ignored/cnes/SRSC1812.dbc,Fora do recorte principal de CNES.
CNES,SRSC1901.dbc,2019,SC,sr_mes_01,DBC,ignorado,data/ignored/cnes/SRSC1901.dbc,Fora do recorte principal de CNES.
CNES,SRSC1902.dbc,2019,SC,sr_mes_02,DBC,ignorado,data/ignored/cnes/SRSC1902.dbc,Fora do recorte principal de CNES.
CNES,SRSC1903.dbc,2019,SC,sr_mes_03,DBC,ignorado,data/ignored/cnes/SRSC1903.dbc,Fora do recorte principal de CNES.
CNES,SRSC1904.dbc,2019,SC,sr_mes_04,DBC,ignorado,data/ignored/cnes/SRSC1904.dbc,Fora do recorte principal de CNES.
CNES,SRSC1905.dbc,2019,SC,sr_mes_05,DBC,ignorado,data/ignored/cnes/SRSC1905.dbc,Fora do recorte principal de CNES.
CNES,SRSC1906.dbc,2019,SC,sr_mes_06,DBC,ignorado,data/ignored/cnes/SRSC1906.dbc,Fora do recorte principal de CNES.
CNES,SRSC1907.dbc,2019,SC,sr_mes_07,DBC,ignorado,data/ignored/cnes/SRSC1907.dbc,Fora do recorte principal de CNES.
CNES,SRSC1908.dbc,2019,SC,sr_mes_08,DBC,ignorado,data/ignored/cnes/SRSC1908.dbc,Fora do recorte principal de CNES.
CNES,SRSC1909.dbc,2019,SC,sr_mes_09,DBC,ignorado,data/ignored/cnes/SRSC1909.dbc,Fora do recorte principal de CNES.
CNES,SRSC1910.dbc,2019,SC,sr_mes_10,DBC,ignorado,data/ignored/cnes/SRSC1910.dbc,Fora do recorte principal de CNES.
CNES,SRSC1911.dbc,2019,SC,sr_mes_11,DBC,ignorado,data/ignored/cnes/SRSC1911.dbc,Fora do recorte principal de CNES.
CNES,SRSC1912.dbc,2019,SC,sr_mes_12,DBC,ignorado,data/ignored/cnes/SRSC1912.dbc,Fora do recorte principal de CNES.
CNES,SRSC2001.dbc,2020,SC,sr_mes_01,DBC,ignorado,data/ignored/cnes/SRSC2001.dbc,Fora do recorte principal de CNES.
CNES,SRSC2002.dbc,2020,SC,sr_mes_02,DBC,ignorado,data/ignored/cnes/SRSC2002.dbc,Fora do recorte principal de CNES.
CNES,SRSC2003.dbc,2020,SC,sr_mes_03,DBC,ignorado,data/ignored/cnes/SRSC2003.dbc,Fora do recorte principal de CNES.
CNES,SRSC2004.dbc,2020,SC,sr_mes_04,DBC,ignorado,data/ignored/cnes/SRSC2004.dbc,Fora do recorte principal de CNES.
CNES,SRSC2005.dbc,2020,SC,sr_mes_05,DBC,ignorado,data/ignored/cnes/SRSC2005.dbc,Fora do recorte principal de CNES.
CNES,SRSC2006.dbc,2020,SC,sr_mes_06,DBC,ignorado,data/ignored/cnes/SRSC2006.dbc,Fora do recorte principal de CNES.
CNES,SRSC2007.dbc,2020,SC,sr_mes_07,DBC,ignorado,data/ignored/cnes/SRSC2007.dbc,Fora do recorte principal de CNES.
CNES,SRSC2008.dbc,2020,SC,sr_mes_08,DBC,ignorado,data/ignored/cnes/SRSC2008.dbc,Fora do recorte principal de CNES.
CNES,SRSC2009.dbc,2020,SC,sr_mes_09,DBC,ignorado,data/ignored/cnes/SRSC2009.dbc,Fora do recorte principal de CNES.
CNES,SRSC2010.dbc,2020,SC,sr_mes_10,DBC,ignorado,data/ignored/cnes/SRSC2010.dbc,Fora do recorte principal de CNES.
CNES,SRSC2011.dbc,2020,SC,sr_mes_11,DBC,ignorado,data/ignored/cnes/SRSC2011.dbc,Fora do recorte principal de CNES.
CNES,SRSC2012.dbc,2020,SC,sr_mes_12,DBC,ignorado,data/ignored/cnes/SRSC2012.dbc,Fora do recorte principal de CNES.
CNES,SRSC2101.dbc,2021,SC,sr_mes_01,DBC,ignorado,data/ignored/cnes/SRSC2101.dbc,Fora do recorte principal de CNES.
CNES,SRSC2102.dbc,2021,SC,sr_mes_02,DBC,ignorado,data/ignored/cnes/SRSC2102.dbc,Fora do recorte principal de CNES.
CNES,SRSC2103.dbc,2021,SC,sr_mes_03,DBC,ignorado,data/ignored/cnes/SRSC2103.dbc,Fora do recorte principal de CNES.
CNES,SRSC2104.dbc,2021,SC,sr_mes_04,DBC,ignorado,data/ignored/cnes/SRSC2104.dbc,Fora do recorte principal de CNES.
CNES,SRSC2105.dbc,2021,SC,sr_mes_05,DBC,ignorado,data/ignored/cnes/SRSC2105.dbc,Fora do recorte principal de CNES.
CNES,SRSC2106.dbc,2021,SC,sr_mes_06,DBC,ignorado,data/ignored/cnes/SRSC2106.dbc,Fora do recorte principal de CNES.
CNES,SRSC2107.dbc,2021,SC,sr_mes_07,DBC,ignorado,data/ignored/cnes/SRSC2107.dbc,Fora do recorte principal de CNES.
CNES,SRSC2108.dbc,2021,SC,sr_mes_08,DBC,ignorado,data/ignored/cnes/SRSC2108.dbc,Fora do recorte principal de CNES.
CNES,SRSC2109.dbc,2021,SC,sr_mes_09,DBC,ignorado,data/ignored/cnes/SRSC2109.dbc,Fora do recorte principal de CNES.
CNES,SRSC2110.dbc,2021,SC,sr_mes_10,DBC,ignorado,data/ignored/cnes/SRSC2110.dbc,Fora do recorte principal de CNES.
CNES,SRSC2111.dbc,2021,SC,sr_mes_11,DBC,ignorado,data/ignored/cnes/SRSC2111.dbc,Fora do recorte principal de CNES.
CNES,SRSC2112.dbc,2021,SC,sr_mes_12,DBC,ignorado,data/ignored/cnes/SRSC2112.dbc,Fora do recorte principal de CNES.
CNES,SRSC2201.dbc,2022,SC,sr_mes_01,DBC,ignorado,data/ignored/cnes/SRSC2201.dbc,Fora do recorte principal de CNES.
CNES,SRSC2202.dbc,2022,SC,sr_mes_02,DBC,ignorado,data/ignored/cnes/SRSC2202.dbc,Fora do recorte principal de CNES.
CNES,SRSC2203.dbc,2022,SC,sr_mes_03,DBC,ignorado,data/ignored/cnes/SRSC2203.dbc,Fora do recorte principal de CNES.
CNES,SRSC2204.dbc,2022,SC,sr_mes_04,DBC,ignorado,data/ignored/cnes/SRSC2204.dbc,Fora do recorte principal de CNES.
CNES,SRSC2205.dbc,2022,SC,sr_mes_05,DBC,ignorado,data/ignored/cnes/SRSC2205.dbc,Fora do recorte principal de CNES.
CNES,SRSC2206.dbc,2022,SC,sr_mes_06,DBC,ignorado,data/ignored/cnes/SRSC2206.dbc,Fora do recorte principal de CNES.
CNES,SRSC2207.dbc,2022,SC,sr_mes_07,DBC,ignorado,data/ignored/cnes/SRSC2207.dbc,Fora do recorte principal de CNES.
CNES,SRSC2208.dbc,2022,SC,sr_mes_08,DBC,ignorado,data/ignored/cnes/SRSC2208.dbc,Fora do recorte principal de CNES.
CNES,SRSC2209.dbc,2022,SC,sr_mes_09,DBC,ignorado,data/ignored/cnes/SRSC2209.dbc,Fora do recorte principal de CNES.
CNES,SRSC2210.dbc,2022,SC,sr_mes_10,DBC,ignorado,data/ignored/cnes/SRSC2210.dbc,Fora do recorte principal de CNES.
CNES,SRSC2211.dbc,2022,SC,sr_mes_11,DBC,ignorado,data/ignored/cnes/SRSC2211.dbc,Fora do recorte principal de CNES.
CNES,SRSC2212.dbc,2022,SC,sr_mes_12,DBC,ignorado,data/ignored/cnes/SRSC2212.dbc,Fora do recorte principal de CNES.
CNES,SRSC2301.dbc,2023,SC,sr_mes_01,DBC,ignorado,data/ignored/cnes/SRSC2301.dbc,Fora do recorte principal de CNES.
CNES,SRSC2302.dbc,2023,SC,sr_mes_02,DBC,ignorado,data/ignored/cnes/SRSC2302.dbc,Fora do recorte principal de CNES.
CNES,SRSC2303.dbc,2023,SC,sr_mes_03,DBC,ignorado,data/ignored/cnes/SRSC2303.dbc,Fora do recorte principal de CNES.
CNES,SRSC2304.dbc,2023,SC,sr_mes_04,DBC,ignorado,data/ignored/cnes/SRSC2304.dbc,Fora do recorte principal de CNES.
CNES,SRSC2305.dbc,2023,SC,sr_mes_05,DBC,ignorado,data/ignored/cnes/SRSC2305.dbc,Fora do recorte principal de CNES.
CNES,SRSC2306.dbc,2023,SC,sr_mes_06,DBC,ignorado,data/ignored/cnes/SRSC2306.dbc,Fora do recorte principal de CNES.
CNES,SRSC2307.dbc,2023,SC,sr_mes_07,DBC,ignorado,data/ignored/cnes/SRSC2307.dbc,Fora do recorte principal de CNES.
CNES,SRSC2308.dbc,2023,SC,sr_mes_08,DBC,ignorado,data/ignored/cnes/SRSC2308.dbc,Fora do recorte principal de CNES.
CNES,SRSC2309.dbc,2023,SC,sr_mes_09,DBC,ignorado,data/ignored/cnes/SRSC2309.dbc,Fora do recorte principal de CNES.
CNES,SRSC2310.dbc,2023,SC,sr_mes_10,DBC,ignorado,data/ignored/cnes/SRSC2310.dbc,Fora do recorte principal de CNES.
CNES,SRSC2311.dbc,2023,SC,sr_mes_11,DBC,ignorado,data/ignored/cnes/SRSC2311.dbc,Fora do recorte principal de CNES.
CNES,SRSC2312.dbc,2023,SC,sr_mes_12,DBC,ignorado,data/ignored/cnes/SRSC2312.dbc,Fora do recorte principal de CNES.
CNES,SRSC2401.dbc,2024,SC,sr_mes_01,DBC,ignorado,data/ignored/cnes/SRSC2401.dbc,Fora do recorte principal de CNES.
CNES,SRSC2402.dbc,2024,SC,sr_mes_02,DBC,ignorado,data/ignored/cnes/SRSC2402.dbc,Fora do recorte principal de CNES.
CNES,SRSC2403.dbc,2024,SC,sr_mes_03,DBC,ignorado,data/ignored/cnes/SRSC2403.dbc,Fora do recorte principal de CNES.
CNES,SRSC2404.dbc,2024,SC,sr_mes_04,DBC,ignorado,data/ignored/cnes/SRSC2404.dbc,Fora do recorte principal de CNES.
CNES,SRSC2405.dbc,2024,SC,sr_mes_05,DBC,ignorado,data/ignored/cnes/SRSC2405.dbc,Fora do recorte principal de CNES.
CNES,SRSC2406.dbc,2024,SC,sr_mes_06,DBC,ignorado,data/ignored/cnes/SRSC2406.dbc,Fora do recorte principal de CNES.
CNES,SRSC2407.dbc,2024,SC,sr_mes_07,DBC,ignorado,data/ignored/cnes/SRSC2407.dbc,Fora do recorte principal de CNES.
CNES,SRSC2408.dbc,2024,SC,sr_mes_08,DBC,ignorado,data/ignored/cnes/SRSC2408.dbc,Fora do recorte principal de CNES.
CNES,SRSC2409.dbc,2024,SC,sr_mes_09,DBC,ignorado,data/ignored/cnes/SRSC2409.dbc,Fora do recorte principal de CNES.
CNES,SRSC2410.dbc,2024,SC,sr_mes_10,DBC,ignorado,data/ignored/cnes/SRSC2410.dbc,Fora do recorte principal de CNES.
CNES,SRSC2411.dbc,2024,SC,sr_mes_11,DBC,ignorado,data/ignored/cnes/SRSC2411.dbc,Fora do recorte principal de CNES.
CNES,SRSC2412.dbc,2024,SC,sr_mes_12,DBC,ignorado,data/ignored/cnes/SRSC2412.dbc,Fora do recorte principal de CNES.
CNES,SRSC2501.dbc,2025,SC,sr_mes_01,DBC,ignorado,data/ignored/cnes/SRSC2501.dbc,Fora do recorte principal de CNES.
CNES,SRSC2502.dbc,2025,SC,sr_mes_02,DBC,ignorado,data/ignored/cnes/SRSC2502.dbc,Fora do recorte principal de CNES.
CNES,SRSC2503.dbc,2025,SC,sr_mes_03,DBC,ignorado,data/ignored/cnes/SRSC2503.dbc,Fora do recorte principal de CNES.
CNES,SRSC2504.dbc,2025,SC,sr_mes_04,DBC,ignorado,data/ignored/cnes/SRSC2504.dbc,Fora do recorte principal de CNES.
CNES,SRSC2505.dbc,2025,SC,sr_mes_05,DBC,ignorado,data/ignored/cnes/SRSC2505.dbc,Fora do recorte principal de CNES.
CNES,SRSC2506.dbc,2025,SC,sr_mes_06,DBC,ignorado,data/ignored/cnes/SRSC2506.dbc,Fora do recorte principal de CNES.
CNES,SRSC2507.dbc,2025,SC,sr_mes_07,DBC,ignorado,data/ignored/cnes/SRSC2507.dbc,Fora do recorte principal de CNES.
CNES,SRSC2508.dbc,2025,SC,sr_mes_08,DBC,ignorado,data/ignored/cnes/SRSC2508.dbc,Fora do recorte principal de CNES.
CNES,SRSC2509.dbc,2025,SC,sr_mes_09,DBC,ignorado,data/ignored/cnes/SRSC2509.dbc,Fora do recorte principal de CNES.
CNES,SRSC2510.dbc,2025,SC,sr_mes_10,DBC,ignorado,data/ignored/cnes/SRSC2510.dbc,Fora do recorte principal de CNES.
CNES,SRSC2511.dbc,2025,SC,sr_mes_11,DBC,ignorado,data/ignored/cnes/SRSC2511.dbc,Fora do recorte principal de CNES.
CNES,SRSC2512.dbc,2025,SC,sr_mes_12,DBC,ignorado,data/ignored/cnes/SRSC2512.dbc,Fora do recorte principal de CNES.
CNES,SRSC2601.dbc,2026,SC,sr_mes_01,DBC,ignorado,data/ignored/cnes/SRSC2601.dbc,Fora do recorte principal de CNES.
CNES,SRSC2602.dbc,2026,SC,sr_mes_02,DBC,ignorado,data/ignored/cnes/SRSC2602.dbc,Fora do recorte principal de CNES.
CNES,SRSC2603.dbc,2026,SC,sr_mes_03,DBC,ignorado,data/ignored/cnes/SRSC2603.dbc,Fora do recorte principal de CNES.
CNES,SRSC2604.dbc,2026,SC,sr_mes_04,DBC,ignorado,data/ignored/cnes/SRSC2604.dbc,Fora do recorte principal de CNES.
CNES,SRSC2605.dbc,2026,SC,sr_mes_05,DBC,ignorado,data/ignored/cnes/SRSC2605.dbc,Fora do recorte principal de CNES.
CNES,SRSE0508.dbc,2005,SE,sr_mes_08,DBC,ignorado,data/ignored/cnes/SRSE0508.dbc,Fora do recorte principal de CNES.
CNES,SRSE0509.dbc,2005,SE,sr_mes_09,DBC,ignorado,data/ignored/cnes/SRSE0509.dbc,Fora do recorte principal de CNES.
CNES,SRSE0510.dbc,2005,SE,sr_mes_10,DBC,ignorado,data/ignored/cnes/SRSE0510.dbc,Fora do recorte principal de CNES.
CNES,SRSE0511.dbc,2005,SE,sr_mes_11,DBC,ignorado,data/ignored/cnes/SRSE0511.dbc,Fora do recorte principal de CNES.
CNES,SRSE0512.dbc,2005,SE,sr_mes_12,DBC,ignorado,data/ignored/cnes/SRSE0512.dbc,Fora do recorte principal de CNES.
CNES,SRSE0601.dbc,2006,SE,sr_mes_01,DBC,ignorado,data/ignored/cnes/SRSE0601.dbc,Fora do recorte principal de CNES.
CNES,SRSE0602.dbc,2006,SE,sr_mes_02,DBC,ignorado,data/ignored/cnes/SRSE0602.dbc,Fora do recorte principal de CNES.
CNES,SRSE0603.dbc,2006,SE,sr_mes_03,DBC,ignorado,data/ignored/cnes/SRSE0603.dbc,Fora do recorte principal de CNES.
CNES,SRSE0604.dbc,2006,SE,sr_mes_04,DBC,ignorado,data/ignored/cnes/SRSE0604.dbc,Fora do recorte principal de CNES.
CNES,SRSE0605.dbc,2006,SE,sr_mes_05,DBC,ignorado,data/ignored/cnes/SRSE0605.dbc,Fora do recorte principal de CNES.
CNES,SRSE0606.dbc,2006,SE,sr_mes_06,DBC,ignorado,data/ignored/cnes/SRSE0606.dbc,Fora do recorte principal de CNES.
CNES,SRSE0607.dbc,2006,SE,sr_mes_07,DBC,ignorado,data/ignored/cnes/SRSE0607.dbc,Fora do recorte principal de CNES.
CNES,SRSE0608.dbc,2006,SE,sr_mes_08,DBC,ignorado,data/ignored/cnes/SRSE0608.dbc,Fora do recorte principal de CNES.
CNES,SRSE0609.dbc,2006,SE,sr_mes_09,DBC,ignorado,data/ignored/cnes/SRSE0609.dbc,Fora do recorte principal de CNES.
CNES,SRSE0610.dbc,2006,SE,sr_mes_10,DBC,ignorado,data/ignored/cnes/SRSE0610.dbc,Fora do recorte principal de CNES.
CNES,SRSE0611.dbc,2006,SE,sr_mes_11,DBC,ignorado,data/ignored/cnes/SRSE0611.dbc,Fora do recorte principal de CNES.
CNES,SRSE0612.dbc,2006,SE,sr_mes_12,DBC,ignorado,data/ignored/cnes/SRSE0612.dbc,Fora do recorte principal de CNES.
CNES,SRSE0701.dbc,2007,SE,sr_mes_01,DBC,ignorado,data/ignored/cnes/SRSE0701.dbc,Fora do recorte principal de CNES.
CNES,SRSE0702.dbc,2007,SE,sr_mes_02,DBC,ignorado,data/ignored/cnes/SRSE0702.dbc,Fora do recorte principal de CNES.
CNES,SRSE0703.dbc,2007,SE,sr_mes_03,DBC,ignorado,data/ignored/cnes/SRSE0703.dbc,Fora do recorte principal de CNES.
CNES,SRSE0704.dbc,2007,SE,sr_mes_04,DBC,ignorado,data/ignored/cnes/SRSE0704.dbc,Fora do recorte principal de CNES.
CNES,SRSE0705.dbc,2007,SE,sr_mes_05,DBC,ignorado,data/ignored/cnes/SRSE0705.dbc,Fora do recorte principal de CNES.
CNES,SRSE0706.dbc,2007,SE,sr_mes_06,DBC,ignorado,data/ignored/cnes/SRSE0706.dbc,Fora do recorte principal de CNES.
CNES,SRSE0707.dbc,2007,SE,sr_mes_07,DBC,ignorado,data/ignored/cnes/SRSE0707.dbc,Fora do recorte principal de CNES.
CNES,SRSE0708.dbc,2007,SE,sr_mes_08,DBC,ignorado,data/ignored/cnes/SRSE0708.dbc,Fora do recorte principal de CNES.
CNES,SRSE0709.dbc,2007,SE,sr_mes_09,DBC,ignorado,data/ignored/cnes/SRSE0709.dbc,Fora do recorte principal de CNES.
CNES,SRSE0710.dbc,2007,SE,sr_mes_10,DBC,ignorado,data/ignored/cnes/SRSE0710.dbc,Fora do recorte principal de CNES.
CNES,SRSE0711.dbc,2007,SE,sr_mes_11,DBC,ignorado,data/ignored/cnes/SRSE0711.dbc,Fora do recorte principal de CNES.
CNES,SRSE0712.dbc,2007,SE,sr_mes_12,DBC,ignorado,data/ignored/cnes/SRSE0712.dbc,Fora do recorte principal de CNES.
CNES,SRSE0801.dbc,2008,SE,sr_mes_01,DBC,ignorado,data/ignored/cnes/SRSE0801.dbc,Fora do recorte principal de CNES.
CNES,SRSE0802.dbc,2008,SE,sr_mes_02,DBC,ignorado,data/ignored/cnes/SRSE0802.dbc,Fora do recorte principal de CNES.
CNES,SRSE0803.dbc,2008,SE,sr_mes_03,DBC,ignorado,data/ignored/cnes/SRSE0803.dbc,Fora do recorte principal de CNES.
CNES,SRSE0804.dbc,2008,SE,sr_mes_04,DBC,ignorado,data/ignored/cnes/SRSE0804.dbc,Fora do recorte principal de CNES.
CNES,SRSE0805.dbc,2008,SE,sr_mes_05,DBC,ignorado,data/ignored/cnes/SRSE0805.dbc,Fora do recorte principal de CNES.
CNES,SRSE0806.dbc,2008,SE,sr_mes_06,DBC,ignorado,data/ignored/cnes/SRSE0806.dbc,Fora do recorte principal de CNES.
CNES,SRSE0807.dbc,2008,SE,sr_mes_07,DBC,ignorado,data/ignored/cnes/SRSE0807.dbc,Fora do recorte principal de CNES.
CNES,SRSE0808.dbc,2008,SE,sr_mes_08,DBC,ignorado,data/ignored/cnes/SRSE0808.dbc,Fora do recorte principal de CNES.
CNES,SRSE0809.dbc,2008,SE,sr_mes_09,DBC,ignorado,data/ignored/cnes/SRSE0809.dbc,Fora do recorte principal de CNES.
CNES,SRSE0810.dbc,2008,SE,sr_mes_10,DBC,ignorado,data/ignored/cnes/SRSE0810.dbc,Fora do recorte principal de CNES.
CNES,SRSE0811.dbc,2008,SE,sr_mes_11,DBC,ignorado,data/ignored/cnes/SRSE0811.dbc,Fora do recorte principal de CNES.
CNES,SRSE0812.dbc,2008,SE,sr_mes_12,DBC,ignorado,data/ignored/cnes/SRSE0812.dbc,Fora do recorte principal de CNES.
CNES,SRSE0901.dbc,2009,SE,sr_mes_01,DBC,ignorado,data/ignored/cnes/SRSE0901.dbc,Fora do recorte principal de CNES.
CNES,SRSE0902.dbc,2009,SE,sr_mes_02,DBC,ignorado,data/ignored/cnes/SRSE0902.dbc,Fora do recorte principal de CNES.
CNES,SRSE0903.dbc,2009,SE,sr_mes_03,DBC,ignorado,data/ignored/cnes/SRSE0903.dbc,Fora do recorte principal de CNES.
CNES,SRSE0904.dbc,2009,SE,sr_mes_04,DBC,ignorado,data/ignored/cnes/SRSE0904.dbc,Fora do recorte principal de CNES.
CNES,SRSE0905.dbc,2009,SE,sr_mes_05,DBC,ignorado,data/ignored/cnes/SRSE0905.dbc,Fora do recorte principal de CNES.
CNES,SRSE0906.dbc,2009,SE,sr_mes_06,DBC,ignorado,data/ignored/cnes/SRSE0906.dbc,Fora do recorte principal de CNES.
CNES,SRSE0907.dbc,2009,SE,sr_mes_07,DBC,ignorado,data/ignored/cnes/SRSE0907.dbc,Fora do recorte principal de CNES.
CNES,SRSE0908.dbc,2009,SE,sr_mes_08,DBC,ignorado,data/ignored/cnes/SRSE0908.dbc,Fora do recorte principal de CNES.
CNES,SRSE0909.dbc,2009,SE,sr_mes_09,DBC,ignorado,data/ignored/cnes/SRSE0909.dbc,Fora do recorte principal de CNES.
CNES,SRSE0910.dbc,2009,SE,sr_mes_10,DBC,ignorado,data/ignored/cnes/SRSE0910.dbc,Fora do recorte principal de CNES.
CNES,SRSE0911.dbc,2009,SE,sr_mes_11,DBC,ignorado,data/ignored/cnes/SRSE0911.dbc,Fora do recorte principal de CNES.
CNES,SRSE0912.dbc,2009,SE,sr_mes_12,DBC,ignorado,data/ignored/cnes/SRSE0912.dbc,Fora do recorte principal de CNES.
CNES,SRSE1001.dbc,2010,SE,sr_mes_01,DBC,ignorado,data/ignored/cnes/SRSE1001.dbc,Fora do recorte principal de CNES.
CNES,SRSE1002.dbc,2010,SE,sr_mes_02,DBC,ignorado,data/ignored/cnes/SRSE1002.dbc,Fora do recorte principal de CNES.
CNES,SRSE1003.dbc,2010,SE,sr_mes_03,DBC,ignorado,data/ignored/cnes/SRSE1003.dbc,Fora do recorte principal de CNES.
CNES,SRSE1004.dbc,2010,SE,sr_mes_04,DBC,ignorado,data/ignored/cnes/SRSE1004.dbc,Fora do recorte principal de CNES.
CNES,SRSE1005.dbc,2010,SE,sr_mes_05,DBC,ignorado,data/ignored/cnes/SRSE1005.dbc,Fora do recorte principal de CNES.
CNES,SRSE1006.dbc,2010,SE,sr_mes_06,DBC,ignorado,data/ignored/cnes/SRSE1006.dbc,Fora do recorte principal de CNES.
CNES,SRSE1007.dbc,2010,SE,sr_mes_07,DBC,ignorado,data/ignored/cnes/SRSE1007.dbc,Fora do recorte principal de CNES.
CNES,SRSE1008.dbc,2010,SE,sr_mes_08,DBC,ignorado,data/ignored/cnes/SRSE1008.dbc,Fora do recorte principal de CNES.
CNES,SRSE1009.dbc,2010,SE,sr_mes_09,DBC,ignorado,data/ignored/cnes/SRSE1009.dbc,Fora do recorte principal de CNES.
CNES,SRSE1010.dbc,2010,SE,sr_mes_10,DBC,ignorado,data/ignored/cnes/SRSE1010.dbc,Fora do recorte principal de CNES.
CNES,SRSE1011.dbc,2010,SE,sr_mes_11,DBC,ignorado,data/ignored/cnes/SRSE1011.dbc,Fora do recorte principal de CNES.
CNES,SRSE1012.dbc,2010,SE,sr_mes_12,DBC,ignorado,data/ignored/cnes/SRSE1012.dbc,Fora do recorte principal de CNES.
CNES,SRSE1101.dbc,2011,SE,sr_mes_01,DBC,ignorado,data/ignored/cnes/SRSE1101.dbc,Fora do recorte principal de CNES.
CNES,SRSE1102.dbc,2011,SE,sr_mes_02,DBC,ignorado,data/ignored/cnes/SRSE1102.dbc,Fora do recorte principal de CNES.
CNES,SRSE1103.dbc,2011,SE,sr_mes_03,DBC,ignorado,data/ignored/cnes/SRSE1103.dbc,Fora do recorte principal de CNES.
CNES,SRSE1104.dbc,2011,SE,sr_mes_04,DBC,ignorado,data/ignored/cnes/SRSE1104.dbc,Fora do recorte principal de CNES.
CNES,SRSE1105.dbc,2011,SE,sr_mes_05,DBC,ignorado,data/ignored/cnes/SRSE1105.dbc,Fora do recorte principal de CNES.
CNES,SRSE1106.dbc,2011,SE,sr_mes_06,DBC,ignorado,data/ignored/cnes/SRSE1106.dbc,Fora do recorte principal de CNES.
CNES,SRSE1107.dbc,2011,SE,sr_mes_07,DBC,ignorado,data/ignored/cnes/SRSE1107.dbc,Fora do recorte principal de CNES.
CNES,SRSE1108.dbc,2011,SE,sr_mes_08,DBC,ignorado,data/ignored/cnes/SRSE1108.dbc,Fora do recorte principal de CNES.
